date,Change,open,high,low,close,volume,Value,Market_Cap
2019-03-25,-1.89,976.53,988.71,964.76,970.07,244842502.0,4944.72,3184022.68
2019-03-26,-0.03,970.07,978.99,966.9,969.79,174213657.0,3605.52,3183290.65
2019-03-27,0.63,976.67,979.32,969.79,975.91,159046085.0,3519.22,3203161.58
2019-03-28,0.72,973.44,983.18,972.6,982.98,216315637.0,4016.14,3226334.57
2019-03-29,-0.23,985.35,988.24,980.76,980.76,172891815.0,3764.26,3219042.55
2019-04-01,0.79,980.76,988.53,980.76,988.53,187224494.0,4156.33,3244461.69
2019-04-02,-0.28,994.87,996.41,985.48,985.81,234192667.0,4745.13,3235659.28
2019-04-03,-0.14,984.74,985.81,980.3,984.46,216003555.0,4265.81,3231100.85
2019-04-04,0.25,987.47,989.08,982.94,986.91,164485802.0,3233.82,3239128.52
2019-04-05,0.24,986.91,990.38,986.39,989.26,188254636.0,3779.47,3246923.29
2019-04-08,0.84,989.26,997.56,989.26,997.56,162521095.0,3309.62,3274109.36
2019-04-09,-0.91,999.89,1000.02,987.82,988.48,164248810.0,4147.25,3244357.16
2019-04-10,-0.66,984.79,988.48,976.83,981.91,158980531.0,3396.8,3222892.94
2019-04-11,0.41,984.46,985.95,981.06,985.95,128944818.0,2559.54,3236268.34
2019-04-12,-0.31,984.66,985.95,980.26,982.9,152276526.0,3066.07,3226252.54
2019-04-16,-0.58,970.87,982.9,963.06,977.17,149053999.0,3160.22,3207377.6
2019-04-17,-0.52,977.17,980.71,972.1,972.1,184885151.0,4064.81,3191058.93
2019-04-18,-1.01,969.5,973.73,962.05,962.3,159608841.0,3148.19,3158872.38
2019-04-19,0.41,968.27,971.73,962.3,966.21,106479320.0,2089.36,3171728.34
2019-04-22,-0.04,963.78,966.69,959.33,965.86,215473399.0,3927.71,3171728.34
2019-04-23,0.22,964.84,970.98,964.35,968.0,153493795.0,3986.04,3177410.96
2019-04-24,0.92,969.66,978.71,968.0,976.92,133175692.0,2734.67,3206815.7
2019-04-25,-0.29,976.34,976.92,971.92,974.13,147906136.0,2844.53,3197640.5
2019-04-26,0.57,972.86,979.64,970.73,979.64,117149642.0,2649.1,3215722.08
2019-05-02,-0.12,978.81,979.93,975.51,978.5,151745410.0,3313.65,3211893.94
2019-05-03,-0.45,976.77,978.5,971.75,974.14,146562382.0,3103.69,3197588.47
2019-05-06,-1.66,964.37,974.14,955.41,957.97,155066933.0,3212.33,3144471.12
2019-05-07,-0.04,961.31,965.61,955.42,957.56,144928463.0,3312.29,3200431.14
2019-05-08,-0.66,950.1,957.56,947.86,951.22,140800644.0,3013.99,3179212.26
2019-05-09,-0.44,950.45,953.66,944.91,947.01,180972362.0,6183.96,3165206.56
2019-05-10,0.58,950.37,953.92,947.01,952.55,129335823.0,2717.94,3183736.11
2019-05-13,0.63,952.11,958.54,951.76,958.54,231514712.0,4466.65,3203880.05
2019-05-14,0.71,957.74,965.34,955.79,965.34,157304444.0,3391.47,3226475.98
2019-05-15,1.07,967.95,977.65,965.34,975.64,188191147.0,4085.15,3261396.34
2019-05-16,0.01,976.19,981.22,975.64,975.69,168976403.0,3724.26,3261599.66
2019-05-17,0.08,977.85,980.04,974.91,976.48,134342858.0,3096.55,3264156.61
2019-05-20,1.09,981.92,987.13,981.91,987.13,152486814.0,3586.36,3299624.61
2019-05-21,-0.09,989.67,992.84,986.07,986.29,205946899.0,9521.68,3296877.64
2019-05-22,-0.25,986.97,992.26,982.68,983.78,174063453.0,3849.66,3288318.56
2019-05-23,-0.11,982.0,984.57,977.17,982.71,156484399.0,3955.76,3312314.56
2019-05-24,-1.29,976.43,983.14,970.03,970.03,167702106.0,3952.89,3269664.53
2019-05-27,0.53,970.73,975.4,970.03,975.14,134734494.0,3023.76,3286769.34
2019-05-28,-0.32,977.02,978.8,969.51,972.0,148496956.0,3416.35,3276165.0
2019-05-29,-0.05,972.75,974.96,969.55,971.54,144346753.0,3330.55,3284210.72
2019-05-30,-0.23,971.04,974.56,967.21,969.34,159714242.0,4032.28,3277549.53
2019-05-31,-0.98,968.84,969.94,959.88,959.88,135008526.0,3090.51,3245785.71
2019-06-03,-1.4,953.58,959.88,940.28,946.47,182611353.0,4341.28,3200887.79
2019-06-04,0.5,945.62,951.42,943.21,951.16,161793584.0,3287.41,3216678.73
2019-06-05,0.03,956.46,958.39,951.16,951.41,128713393.0,2401.05,3217582.87
2019-06-06,-0.34,951.41,951.41,939.35,948.21,124463456.0,2996.87,3206840.12
2019-06-07,1.06,951.64,958.28,948.21,958.28,146284943.0,3121.84,3242866.09
2019-06-10,0.48,963.78,966.9,958.28,962.9,150537432.0,3395.94,3258452.76
2019-06-11,-0.09,962.43,964.81,959.98,962.07,135833856.0,3121.51,3252243.58
2019-06-12,-0.82,960.6,962.07,953.83,954.17,136003856.0,3711.03,3225458.49
2019-06-13,-0.43,951.26,954.17,946.29,950.08,141785922.0,3192.72,3211745.88
2019-06-14,0.37,948.65,954.7,948.65,953.61,155287405.0,3371.82,3227701.65
2019-06-17,-0.7,953.97,955.18,944.47,946.95,170366599.0,3590.8,3204759.54
2019-06-18,-0.31,945.73,947.3,938.95,944.01,166070417.0,3779.83,3194897.02
2019-06-19,0.6,948.92,950.04,944.01,949.69,144712256.0,3213.65,3214328.81
2019-06-20,1.0,949.48,962.33,948.97,959.18,184248610.0,4286.3,3214025.84
2019-06-21,0.0,962.69,964.52,959.12,959.2,205444307.0,5373.43,3245804.19
2019-06-24,0.38,949.48,967.11,962.63,962.85,148779079.0,3229.95,3258798.41
2019-06-25,-0.28,949.48,963.23,960.06,960.13,163270719.0,3498.67,3250346.35
2019-06-26,-0.1,949.48,962.7,958.49,959.13,251407689.0,5477.76,3246316.48
2019-06-27,-1.67,949.48,958.07,943.11,943.11,157565481.0,3363.17,3193096.66
2019-06-28,0.72,944.53,949.94,939.12,949.94,177873791.0,4340.0,3216527.56
2019-07-01,1.65,958.92,965.61,949.94,965.61,165483258.0,3778.79,3269332.41
2019-07-02,-0.38,964.77,966.76,959.8,961.98,136683642.0,3299.5,3256832.56
2019-07-03,-0.17,960.44,961.98,956.91,960.39,134141176.0,3209.96,3251403.11
2019-07-04,1.32,961.78,973.04,960.39,973.04,187407706.0,4128.38,3294500.12
2019-07-05,0.24,973.04,975.34,970.16,975.34,135907288.0,3208.61,3302244.23
2019-07-08,-0.92,972.83,975.34,963.84,966.35,165044017.0,3395.19,3271619.56
2019-07-09,0.28,965.24,969.05,963.05,969.05,168394047.0,4273.6,3280679.39
2019-07-10,0.47,971.19,974.96,969.05,973.65,150128412.0,3411.78,3296362.8
2019-07-11,0.51,976.95,980.02,973.65,978.63,161255567.0,3298.19,3313643.81
2019-07-12,-0.33,980.11,982.1,974.32,975.4,155757580.0,3442.52,3302624.9
2019-07-15,-0.29,975.57,975.66,970.93,972.53,149099328.0,3417.76,3292938.31
2019-07-16,0.99,975.05,982.11,972.53,982.11,171316809.0,4177.19,3325576.42
2019-07-17,0.05,981.49,985.59,979.05,982.57,168994587.0,4006.03,3319417.03
2019-07-18,-0.66,979.16,982.57,975.01,976.05,135555338.0,3165.03,3304936.92
2019-07-19,0.64,978.12,986.12,976.05,982.34,169739993.0,3948.17,3326353.6
2019-07-22,-0.03,981.17,985.13,980.08,982.04,160382175.0,3659.9,3328223.76
2019-07-23,0.76,981.38,990.39,980.22,989.46,182614475.0,4473.74,3353545.22
2019-07-24,-0.11,993.01,994.85,986.34,988.41,166474367.0,3920.62,3339750.61
2019-07-25,0.66,986.85,997.49,986.85,994.95,169770546.0,4261.0,3361979.24
2019-07-26,-0.16,994.8,998.52,992.97,993.35,149897544.0,3899.23,3358583.42
2019-07-29,0.37,994.23,997.94,988.29,997.94,145948711.0,3360.66,3374261.75
2019-07-30,-1.19,1001.46,1002.77,986.02,986.02,153040865.0,3532.55,3333705.46
2019-07-31,0.57,986.0,993.4,982.64,991.66,171661856.0,4870.3,3352731.25
2019-08-01,0.58,993.25,997.39,990.88,997.39,222057053.0,5114.35,3372125.55
2019-08-02,-0.63,987.55,997.39,985.69,991.1,185842033.0,4667.04,3350823.35
2019-08-05,-1.81,988.6,991.1,973.15,973.15,193827944.0,4972.62,3290174.13
2019-08-06,-0.88,960.29,973.15,958.39,964.61,209831960.0,5885.54,3261459.0
2019-08-07,0.14,967.18,971.96,961.64,965.93,217532781.0,5066.66,3265910.28
2019-08-08,0.96,965.93,975.83,964.21,975.24,217819979.0,5922.65,3297648.58
2019-08-09,-0.09,976.41,978.69,974.33,974.34,191457353.0,4568.33,3294586.18
2019-08-12,0.1,975.38,977.63,973.22,975.31,173678500.0,3709.54,3297844.33
2019-08-13,-0.87,972.7,975.31,964.03,966.83,180847000.0,4205.74,3273794.83
2019-08-14,0.22,975.88,975.99,966.83,968.91,149839838.0,3290.27,3280999.63
2019-08-15,1.08,958.05,979.38,955.76,979.38,180329544.0,4028.77,3316730.25
2019-08-16,0.06,974.88,985.61,974.88,980.0,196738484.0,4773.16,3318698.14
2019-08-19,0.11,984.04,985.48,979.17,981.03,156542121.0,4097.63,3322116.72
2019-08-20,0.37,983.94,985.35,981.03,984.67,177266657.0,4111.83,3334542.81
2019-08-21,0.99,984.36,995.44,983.3,994.38,200449208.0,4962.23,3367418.58
2019-08-22,0.29,996.41,998.67,993.23,997.26,152296408.0,3735.38,3377170.11
2019-08-23,-0.48,998.21,998.21,990.83,992.45,161728129.0,3788.0,3360858.22
2019-08-26,-0.96,983.8,992.45,977.0,982.88,188560111.0,4209.54,3329728.75
2019-08-27,-0.62,986.33,988.49,976.79,976.79,198871499.0,4568.05,3308877.8
2019-08-28,0.05,977.1,981.35,976.79,977.26,146072789.0,3405.78,3307941.2
2019-08-29,0.14,978.17,978.78,973.34,978.59,137077049.0,3240.23,3312357.2
2019-08-30,0.56,980.25,984.87,978.59,984.06,140758544.0,2987.91,3330906.37
2019-09-03,-0.48,984.79,985.21,978.62,979.36,185027349.0,4333.43,3315299.73
2019-09-04,-0.18,977.97,979.91,973.37,977.63,156515303.0,3711.13,3309470.47
2019-09-05,-0.09,979.83,981.67,976.79,976.79,158849767.0,3065.66,3306230.71
2019-09-06,-0.28,977.83,978.73,973.87,974.08,160481484.0,3738.15,3297365.23
2019-09-09,0.0,974.53,975.03,972.47,974.12,152251382.0,3481.31,3296904.9
2019-09-10,-0.4,974.62,977.44,968.36,970.26,160350088.0,3804.26,3283841.56
2019-09-11,-0.1,969.59,973.13,967.14,969.31,153374880.0,3647.36,3280673.09
2019-09-12,0.7,972.39,976.07,969.31,976.07,139801696.0,3111.24,3303646.63
2019-09-13,1.14,976.07,987.22,975.95,987.22,188000858.0,4351.24,3341310.72
2019-09-16,0.27,987.07,992.6,986.72,989.86,185759222.0,4341.73,3350227.02
2019-09-17,0.7,990.06,996.74,986.96,996.74,229745711.0,4312.47,3373375.63
2019-09-18,-0.16,995.75,998.4,993.94,995.15,190094519.0,4528.33,3368452.78
2019-09-19,0.2,995.49,997.2,990.55,997.1,184955148.0,3701.05,3380706.07
2019-09-20,-0.68,997.6,998.56,990.36,990.36,202660672.0,5544.53,3357883.72
2019-09-23,-0.47,991.75,993.98,987.54,987.54,173375182.0,3961.36,3348728.51
2019-09-24,0.06,986.33,991.36,984.94,988.13,164121707.0,3985.79,3350310.52
2019-09-25,-0.08,985.96,989.18,983.06,987.3,170628250.0,3531.53,3347576.38
2019-09-26,0.35,988.7,991.66,986.35,990.75,151611641.0,3417.93,3359261.57
2019-09-27,0.72,992.26,998.34,990.75,997.84,179468579.0,4117.78,3383520.41
2019-09-30,-0.13,999.92,1004.17,996.51,996.56,175389041.0,3768.31,3379279.3
2019-10-01,0.3,997.87,999.72,996.2,999.59,209462141.0,4650.61,3389446.96
2019-10-02,-0.84,999.18,1000.93,989.63,991.19,177738960.0,4136.33,3360867.48
2019-10-03,0.13,985.65,992.45,983.35,992.45,193011978.0,4741.3,3365188.7
2019-10-04,-0.49,993.69,994.81,987.59,987.59,204268609.0,4358.7,3348848.67
2019-10-07,-0.46,989.45,990.34,983.09,983.09,178681474.0,3749.6,3333591.97
2019-10-08,0.52,983.62,988.51,981.89,988.22,177370455.0,3457.89,3350901.14
2019-10-09,-0.04,987.82,992.0,986.74,987.83,179531142.0,3799.11,3351128.88
2019-10-10,-0.05,988.81,990.89,986.93,987.38,181920834.0,4122.95,3349696.29
2019-10-11,0.45,988.57,991.84,987.38,991.84,167306542.0,3770.19,3364615.38
2019-10-14,0.17,994.61,997.25,991.84,993.57,192663382.0,4190.16,3370579.45
2019-10-15,-0.05,993.55,994.75,990.74,993.05,178255097.0,3840.39,3362614.21
2019-10-16,0.14,995.75,997.41,993.05,994.46,187508950.0,3563.51,3373624.4
2019-10-17,-0.47,995.04,995.81,989.82,989.82,189958077.0,3873.72,3357829.94
2019-10-18,-0.06,992.0,993.03,988.56,989.2,173360850.0,3430.73,3355657.67
2019-10-21,-0.57,988.18,989.2,983.56,983.56,198718418.0,3975.45,3336610.43
2019-10-22,0.37,983.52,987.59,983.52,987.19,230549053.0,3844.33,3348927.75
2019-10-23,0.06,987.04,989.61,985.52,987.79,177569684.0,3347.45,3339702.68
2019-10-24,0.59,988.85,993.6,987.65,993.6,157889100.0,3444.49,3372951.92
2019-10-25,0.3,993.91,996.67,992.91,996.57,171679347.0,3537.37,3383089.82
2019-10-28,-0.01,998.27,999.56,996.48,996.48,181708244.0,3536.03,3382842.3
2019-10-29,-0.06,997.77,999.88,995.87,995.87,248717069.0,4049.19,3379798.74
2019-10-30,0.5,996.83,1003.4,994.86,1000.89,179789647.0,3542.48,3396742.32
2019-10-31,-0.21,1000.89,1004.4,998.58,998.82,217977500.0,4168.68,3389647.81
2019-11-01,1.68,998.82,1015.88,998.82,1015.59,239818015.0,5028.13,3445248.53
2019-11-04,0.67,1019.0,1023.92,1015.59,1022.43,231717876.0,5070.14,3468775.54
2019-11-05,0.19,1022.77,1025.19,1021.63,1024.34,197745956.0,4399.97,3500843.44
2019-11-06,0.06,1023.43,1028.97,1023.42,1024.91,224304670.0,4634.69,3502751.6
2019-11-07,-0.09,1023.49,1028.45,1022.61,1024.03,191501313.0,4039.87,3499408.47
2019-11-08,-0.15,1026.98,1027.39,1021.11,1022.49,179615447.0,3969.56,3494012.66
2019-11-11,-0.56,1023.32,1024.77,1016.35,1016.75,208975060.0,4471.5,3474472.37
2019-11-12,0.16,1016.97,1021.84,1015.97,1018.33,219974046.0,4245.56,3480286.03
2019-11-13,-0.55,1019.07,1020.09,1010.8,1012.77,285252167.0,6572.25,3461778.59
2019-11-14,-0.05,1013.85,1016.71,1010.6,1012.3,204712185.0,4148.87,3459989.18
2019-11-15,-0.22,1012.93,1015.16,1005.1,1010.03,211278635.0,5042.53,3451973.68
2019-11-18,-0.7,1010.03,1012.09,1002.63,1002.91,180944000.0,3854.95,3427390.57
2019-11-19,0.54,1002.89,1008.35,1001.35,1008.35,230061254.0,4560.2,3445958.26
2019-11-20,-0.77,1009.21,1009.21,1000.56,1000.56,208254980.0,4352.62,3419418.95
2019-11-21,-1.27,999.37,1000.56,987.89,987.89,212521093.0,5187.54,3376120.08
2019-11-22,-1.02,992.73,993.7,971.03,977.78,229391413.0,5520.85,3341290.64
2019-11-25,-0.15,977.85,979.6,971.24,976.35,187427229.0,3904.3,3336023.83
2019-11-26,0.05,976.35,981.96,976.35,976.79,190195718.0,4252.29,3337635.64
2019-11-27,0.14,978.98,982.76,976.79,978.17,196305936.0,3475.51,3342976.01
2019-11-28,-0.8,977.66,979.17,967.68,970.39,189976351.0,4093.86,3316421.76
2019-11-29,0.04,971.1,972.89,968.03,970.75,166180199.0,3618.77,3317640.51
2019-12-02,-1.18,971.42,972.91,958.3,959.31,209857143.0,4403.22,3278362.09
2019-12-03,-0.61,957.4,960.82,950.96,953.43,263964885.0,7758.42,3268161.94
2019-12-04,1.31,952.51,965.9,950.13,965.9,209212959.0,4639.65,3304713.21
2019-12-05,-0.27,969.0,969.53,962.16,963.27,193167601.0,4047.77,3295880.8
2019-12-06,0.03,962.38,965.41,960.99,963.56,170179884.0,3699.98,3296895.62
2019-12-09,0.26,963.91,967.57,962.59,966.06,271480529.0,4735.8,3305446.26
2019-12-10,-0.6,965.92,966.58,955.14,960.3,241040002.0,4840.93,3285774.0
2019-12-11,0.15,960.59,961.78,954.56,961.78,215395115.0,4275.29,3291042.14
2019-12-12,0.66,963.39,968.39,961.78,968.17,217566989.0,4037.41,3314512.99
2019-12-13,-0.21,969.43,971.84,965.93,966.18,218006493.0,4120.87,3302362.67
2019-12-16,-0.49,966.0,966.18,960.39,961.47,276131193.0,5430.48,3286344.22
2019-12-17,-0.77,962.49,962.79,954.03,954.03,278730480.0,4272.51,3261018.18
2019-12-18,-0.3,951.52,954.18,949.86,951.13,321613384.0,6518.53,3251156.97
2019-12-19,0.12,950.61,955.85,946.74,952.26,219466625.0,4042.99,3255876.55
2019-12-20,0.44,953.55,957.52,952.26,956.41,240319668.0,5010.09,3271086.25
2019-12-23,0.32,959.55,960.71,956.41,959.43,237561660.0,4333.15,3281076.83
2019-12-24,-0.06,959.43,959.43,953.29,958.88,227388705.0,4007.74,3279672.79
2019-12-25,0.21,958.18,962.83,957.5,960.92,235025084.0,3663.56,3286595.3
2019-12-26,-0.24,960.67,962.11,957.43,958.59,264335777.0,4712.29,3278630.31
2019-12-27,0.51,957.7,963.51,954.19,963.51,178754671.0,3130.02,3295608.07
2019-12-30,0.16,962.89,967.52,962.47,965.03,175590090.0,2887.06,3301543.46
2019-12-31,-0.42,965.71,965.71,958.23,960.99,184117173.0,2945.73,3287773.44
2020-01-02,0.59,960.26,966.67,959.67,966.67,199078197.0,3444.65,3307105.68
2020-01-03,-0.16,968.72,970.88,965.14,965.14,163377030.0,2702.03,3301650.59
2020-01-06,-0.97,962.79,963.2,955.59,955.79,174743568.0,2963.47,3269724.32
2020-01-07,0.32,955.79,959.46,953.19,958.88,170274833.0,3235.38,3280424.33
2020-01-08,-1.03,954.13,955.84,945.28,948.98,314889160.0,4982.6,3249550.43
2020-01-09,1.18,960.01,960.73,952.16,960.15,156704789.0,2841.3,3287787.27
2020-01-10,0.87,961.17,969.71,961.17,968.54,215612110.0,4680.0,3318865.15
2020-01-13,-0.28,966.89,968.63,964.79,965.84,140812853.0,2496.15,3309512.08
2020-01-14,0.12,966.26,968.85,965.76,967.0,184399054.0,3900.51,3313029.72
2020-01-15,0.06,967.69,967.69,964.84,967.56,145276529.0,2806.2,3315705.87
2020-01-16,0.7,967.2,974.7,967.17,974.31,187338263.0,4062.49,3338765.61
2020-01-17,0.48,976.28,980.02,973.79,978.96,155643394.0,3013.8,3341741.84
2020-01-20,-0.03,978.23,979.85,975.93,978.63,139621069.0,3602.49,3353679.78
2020-01-21,0.79,978.82,986.37,978.82,986.37,150240335.0,3144.27,3381226.09
2020-01-22,0.52,986.52,991.46,983.92,991.46,144045252.0,2940.3,3398240.13
2020-01-30,-3.22,975.15,977.72,954.0,959.58,191988780.0,4091.86,3289120.79
2020-01-31,-2.39,959.58,960.96,936.62,936.62,248951880.0,4566.24,3210564.85
2020-02-03,-0.91,916.6,930.37,891.85,928.14,268750540.0,4725.12,3181720.74
2020-02-04,0.1,929.42,934.91,919.33,929.09,190295660.0,3605.18,3159726.77
2020-02-05,-0.34,934.75,936.33,921.89,925.91,187355088.0,3569.94,3152138.73
2020-02-06,1.36,926.66,938.54,925.21,938.54,220891034.0,4077.41,3215412.09
2020-02-07,0.24,938.61,943.48,935.94,940.75,183112320.0,3512.83,3225399.23
2020-02-10,-1.07,934.38,935.87,926.61,930.73,151372718.0,2649.97,3191154.56
2020-02-11,0.42,930.73,936.04,930.73,934.67,176240010.0,2966.28,3204646.35
2020-02-12,0.32,940.72,943.11,937.34,937.68,223996560.0,4086.29,3215010.57
2020-02-13,0.06,937.19,939.1,934.47,938.24,175110780.0,3002.12,3217035.7
2020-02-14,-0.08,939.28,940.65,936.47,937.45,203731291.0,3632.38,3214080.02
2020-02-17,-0.29,938.52,938.52,931.66,934.77,180980659.0,3161.97,3204837.41
2020-02-18,-0.73,934.47,934.98,926.01,927.93,185672824.0,3335.44,3181371.95
2020-02-19,0.09,926.41,931.66,925.86,928.76,190514987.0,3411.48,3184262.26
2020-02-20,1.01,933.69,938.13,930.41,938.13,196076108.0,3063.19,3216438.5
2020-02-21,-0.54,938.13,940.53,932.32,933.09,204777789.0,3873.99,3199301.4
2020-02-24,-3.19,917.49,917.49,903.34,903.34,287445454.0,4879.31,3097509.83
2020-02-25,0.7,893.95,909.67,893.95,909.67,215729307.0,3606.75,3119258.45
2020-02-26,-1.51,901.51,903.27,894.25,895.97,141350090.0,2859.87,3072386.43
2020-02-27,0.28,892.15,899.34,889.14,898.44,162521398.0,3446.94,3080775.32
2020-02-28,-1.81,885.47,887.07,872.46,882.19,241346580.0,4736.8,3024887.12
2020-03-02,0.25,878.43,886.45,877.31,884.43,205497912.0,3511.59,3033991.35
2020-03-03,0.7,895.39,896.39,890.06,890.61,211917192.0,3878.34,3055309.3
2020-03-04,-0.14,887.85,889.85,882.83,889.37,237500826.0,3782.24,3050892.75
2020-03-05,0.44,892.71,898.43,891.2,893.31,230725699.0,3518.15,3219938.08
2020-03-06,-0.21,888.96,891.44,882.71,891.44,210067994.0,3499.49,3058098.9
2020-03-09,-6.28,875.8,875.8,834.67,835.49,307929473.0,5440.47,2866382.5
2020-03-10,0.24,813.83,843.28,806.63,837.5,293563642.0,4729.31,2873390.03
2020-03-11,-3.12,843.52,844.94,794.54,811.35,317715700.0,5378.22,2783756.43
2020-03-12,-5.19,778.06,778.06,762.12,769.25,337825235.0,5074.97,2639312.98
2020-03-13,-0.97,735.6,764.69,723.42,761.78,353511100.0,6049.73,2613859.34
2020-03-16,-1.83,758.28,758.59,737.58,747.86,290933937.0,4438.36,2565659.63
2020-03-17,-0.28,724.07,750.03,721.84,745.78,285882921.0,4235.64,2602433.36
2020-03-18,0.25,747.4,752.65,742.12,747.66,258181937.0,4201.53,2609263.47
2020-03-19,-2.91,732.35,733.43,714.02,725.94,352024045.0,4077.49,2533501.52
2020-03-20,-2.23,728.55,729.35,709.73,709.73,228909653.0,4046.12,2476971.17
2020-03-23,-6.08,694.77,694.77,664.23,666.59,279065985.0,4706.86,2326474.84
2020-03-24,-1.11,666.59,666.59,652.27,659.21,243955927.0,4029.67,2300915.71
2020-03-25,4.71,669.76,690.25,667.58,690.25,268953570.0,4766.9,2409497.52
2020-03-26,0.57,689.0,700.76,680.1,694.21,220853680.0,3947.96,2423317.64
2020-03-27,0.27,692.54,703.22,682.52,696.06,325102990.0,4118.55,2429851.27
2020-03-30,-4.86,663.91,665.56,657.36,662.26,232201218.0,3350.74,2311828.52
2020-03-31,0.04,669.74,678.64,649.1,662.53,258685418.0,3343.33,2313159.99
2020-04-01,2.67,658.8,684.96,657.41,680.23,265162596.0,3642.65,2374754.31
2020-04-03,3.17,687.92,701.8,687.92,701.8,231696136.0,3358.0,2450133.13
2020-04-06,4.98,716.22,736.75,715.39,736.75,332849528.0,4437.52,2572250.51
2020-04-07,1.35,744.97,749.13,730.28,746.69,291169450.0,4591.46,2606948.91
2020-04-08,0.18,740.03,748.36,730.12,748.02,251864140.0,3733.51,2611457.27
2020-04-09,1.65,751.08,765.87,751.08,760.33,297983597.0,4344.63,2654440.06
2020-04-10,-0.31,759.08,764.36,751.59,757.94,337848204.0,4065.67,2645974.18
2020-04-13,1.04,762.99,774.62,762.53,765.79,234876297.0,4235.26,2673641.73
2020-04-14,0.21,769.01,769.53,753.85,767.41,265998122.0,3988.08,2679551.52
2020-04-15,1.28,768.05,779.52,768.01,777.22,302090210.0,4582.73,2701034.57
2020-04-16,0.45,773.11,781.06,770.91,780.7,250402800.0,3970.99,2725825.55
2020-04-17,1.14,786.96,790.95,783.74,789.6,308802172.0,5265.55,2756957.91
2020-04-20,0.68,796.17,797.49,786.73,794.97,333885492.0,4970.24,2775631.01
2020-04-21,-3.54,794.97,794.97,761.96,766.84,395833150.0,5962.6,2677543.14
2020-04-22,0.27,752.8,774.94,749.97,768.92,251674441.0,4065.2,2685030.08
2020-04-23,0.65,774.23,785.6,768.92,773.91,205377143.0,3251.01,2702430.88
2020-04-24,0.36,777.28,778.3,767.31,776.66,260958208.0,3798.45,2712153.27
2020-04-27,-0.76,774.63,785.74,770.77,770.77,306700832.0,4637.61,2691684.64
2020-04-28,-0.46,773.31,776.13,763.66,767.21,218679645.0,3590.11,2679049.29
2020-04-29,0.25,768.59,772.62,768.19,769.11,249696191.0,4150.77,2685632.16
2020-05-04,-0.86,766.14,769.73,761.64,762.47,283854068.0,3826.23,2662289.93
2020-05-05,0.22,763.22,767.03,760.04,764.16,211891745.0,3365.9,2668192.34
2020-05-06,2.41,767.3,782.59,765.37,782.59,271904258.0,6316.46,2732365.34
2020-05-07,1.78,785.08,796.54,785.08,796.54,240410059.0,4331.4,2780960.9
2020-05-08,2.16,800.32,825.72,800.2,813.73,370976239.0,6989.07,2840633.91
2020-05-11,1.79,818.26,828.33,812.48,828.33,352382456.0,6140.02,2891619.19
2020-05-12,0.84,827.29,835.95,819.66,835.32,321281314.0,5698.13,2916064.57
2020-05-13,-0.13,835.32,839.59,815.13,834.21,373323113.0,6618.86,2912259.83
2020-05-14,-0.22,830.97,836.19,826.17,832.4,340594361.0,7489.08,2905981.8
2020-05-15,-0.65,835.42,838.47,824.59,827.03,301447871.0,5207.64,2887356.92
2020-05-18,1.21,827.49,837.61,823.08,837.01,253623034.0,4399.93,2921740.22
2020-05-19,1.06,852.14,854.25,844.15,845.92,384771269.0,8008.71,2952958.03
2020-05-20,0.83,845.99,852.91,842.21,852.91,265183570.0,4377.56,2977095.7
2020-05-21,1.15,854.93,862.73,854.04,862.73,331271086.0,5402.58,3011513.48
2020-05-22,-1.16,859.29,860.65,852.08,852.74,303686413.0,5254.06,2976779.72
2020-05-25,0.74,852.9,860.45,849.12,859.04,306252278.0,5766.51,2998797.72
2020-05-26,1.17,861.47,869.65,860.22,869.13,324449039.0,5352.9,3034250.9
2020-05-27,-1.34,869.13,875.35,857.48,857.48,388359053.0,6630.74,2993316.95
2020-05-28,0.46,858.97,866.17,856.48,861.39,321742677.0,7266.48,3006882.37
2020-05-29,0.36,861.59,866.95,859.26,864.47,317509110.0,4823.35,3017493.91
2020-06-01,1.64,868.97,878.67,868.97,878.67,470062640.0,6695.7,3066955.63
2020-06-02,-0.44,879.23,882.73,874.53,874.8,484098519.0,6862.51,3053350.36
2020-06-03,0.73,876.73,881.17,874.01,881.17,346411691.0,4829.44,3075596.21
2020-06-04,0.31,885.13,888.32,883.22,883.9,430556080.0,6591.98,3085195.03
2020-06-05,0.26,883.4,886.59,878.5,886.22,490498701.0,5882.66,3093348.08
2020-06-08,1.55,888.7,905.65,888.7,899.92,557011493.0,8321.13,3141279.0
2020-06-09,-0.05,902.26,904.89,898.87,899.43,492025312.0,7099.08,3139524.49
2020-06-10,0.06,898.78,902.69,890.3,900.0,532625406.0,7063.62,3141099.74
2020-06-11,-3.63,900.48,903.7,867.37,867.37,695383690.0,9930.49,3027527.37
2020-06-12,-0.44,841.85,863.52,841.44,863.52,610178973.0,7669.41,3014012.47
2020-06-15,-3.6,867.52,868.16,832.47,832.47,696897587.0,22655.54,2905767.7
2020-06-16,2.84,848.86,858.7,844.67,856.13,404060056.0,5440.52,2988352.19
2020-06-17,-0.2,861.05,861.05,852.27,854.44,346391717.0,4267.03,2982163.72
2020-06-18,0.1,850.92,858.03,847.49,855.27,273384063.0,4148.84,2985029.7
2020-06-19,1.55,857.77,868.56,857.77,868.56,435006802.0,6145.91,3031768.18
2020-06-22,0.31,871.56,872.94,867.37,871.28,338389653.0,4728.24,3041433.96
